,keyword,type,text,literal,neu_diff,pos_diff,neg_diff,off_diff,n-off_diff
732,ethnic cleansing,ethnic cleansing,"The efforts of their Office include alerting relevant actors to the risk of genocide war crimes, ethnic cleansing and crimes against humanity, enhancing the capacity of the United Nations to prevent these crimes, including their incitement, and working with Member States, regional and sub-regional arrangements, and civil society to develop more effective means of response when they do occur. ",genocide,-0.008711965,0.064657982,0.003820068,-0.066643515,0.022878684
733,ethnic cleansing,ethnic cleansing,"Observers called the persecution of blacks ""ethnic cleansing"" and even ""genocide."" Thousands faced rape, torture, and execution. ",genocide,-0.028703448,0.035916325,0.002028665,-0.016298073,0.023809861
734,ethnic cleansing,ethnic cleansing,I don't subscribe to a blame model either but we also need to realize that without acknowledging the truth of Palestinian suffering and its cause-the ethnic cleansing by Jewish forces as well as the denial of Palestinian rights to self-determination by the international community-we can not move towards any reconciliation process that is necessary for coexistence. ,genocide,-0.021452489,0.028285673,0.009682454,0.003729398,-0.000904859
735,ethnic cleansing,ethnic cleansing,"After deadly ethnic riots rocked southern Kyrgyzstan last month, one Georgian minister claimed that Russia has been behind the ""ethnic cleansing"" of Uzbeks. ",genocide,-0.141442666,-0.049282688,0.018833562,0.029747792,-0.010962272
736,ethnic cleansing,ethnic cleansing,Ethnic cleansing is intended to make what is happening to sound more sanitary. ,genocide,-0.189962627,0.02510309,0.158465379,-0.198320069,0.126351302
737,ethnic cleansing,ethnic cleansing,"Israel subjects the Palestinian people to apartheid, war crimes, occupation, ethnic cleansing; it isn't ""often reprehensible"" treatment, it is always reprehensible treatment. ",genocide,0.009898913,0.038726905,-0.000622305,0.013325914,-0.010084612
738,ethnically cleansed,ethnic cleansing,"Naturally, there were people already living in this area who would have to be removed (""ethnically cleansed"") in order to make this happen. ",killed,-0.205406622,-0.262334117,0.164057571,0.240786794,-0.059855816
739,ethnically cleansed,ethnic cleansing,You are making up the concept of an' Israel' and saying that this anachronism is on equal footing with the majority population that was ETHNICALLY CLEANSED by the European colonists (European Jews) who stole their land and homes. ,killed,-0.407129204,-0.469204253,0.125667806,0.222957986,-0.111950702
740,ethnic cleansing,ethnic cleansing,Imagine if shtf and a civil war/ethnic cleansing war happened in NYC... it's completely unimaginable... but that's exactly what the citizens of Sarajevo thought. ,genocide,0.058962977,0.217091017,-0.015200209,-0.076355617,0.060135057
741,ethnic cleansing,ethnic cleansing,One thing that presstv is all over is that Myanmar is conducting ethnic cleansing of Rohingya Muslim minority &; Suu Kyi is silent on it. ,genocide,-0.22605833,-0.169693404,0.096193066,0.05423024,-0.029613188
742,ethnic cleansing,ethnic cleansing,"The sensory input modality of a complex story is totally irrelevant; all that matters is how it jointly activates a host of interrelated concepts, in such a way that further concepts (e.g., ""ethnic cleansing"") are automatically accessed and brought up to center stage. ",genocide,-0.06255401,0.02064024,0.190472139,-0.04338315,0.00761963
743,ethnically cleansed,ethnic cleansing,"For example, one will tell you about the massacre in Lod an ethnically cleansed village between Jaffa and Jerusalem, another a story about two nuns being shot in the head in Qatamon an ethnically cleansed neighbourhood in West Jerusalem, a third will tell you about shooting 200 camels, and another about how a guy threw a grenade into a house where there was a baby. ",killed,-0.230318755,-0.175658201,0.053360974,-0.047632063,0.030301881
744,ethnic cleansing,ethnic cleansing,Of course Avigdor Liberman's advocacy of the ethnic cleansing of Palestine has won him more seats in the Knesset. ,genocide,-0.154526927,-0.258417597,0.294394663,0.062757256,-0.018833515
745,ethnic cleansing,ethnic cleansing,Ethnic cleansing of the Arab population of Palestine ,genocide,-0.254870871,0.071631626,0.081429878,-0.153073767,0.114744614
746,ethnic cleansing,ethnic cleansing,"Suppose I read a newspaper article about the violent expulsion of one group of people by another group from some geographical region, and the phrase ""ethnic cleansing,"" nowhere present in the article, pops into my head. ",genocide,-0.111260609,0.02605622,0.05204598,0.004953627,-0.002823902
747,ethnically cleansed,ethnic cleansing,The American People will not support naked agression and acts of war (terrorist tactics are acts of war) where the potential exists for hundreds of thousands of Christians (Syria has two million Christians who are currently free to practice their faith) to be ethnically cleansed and tens of thousands murderd by death squads and terrorists sponsored by an Obama administration with a fevered desire for' regime change'. ,killed,-0.221192944,-0.204668463,0.020940252,0.014177313,-0.016607222
748,ethnically cleansed,ethnic cleansing,"They instead advanced Arab interests, encouraged Arab pogroms and general violence, abrogated Jewish legal property and personal rights, executed numerous Jews without trial, ethnically cleansed legal long standing Jewish communities like Hebron, refused any Jewish immigration, only Arabs. ",killed,-0.112644378,-0.071249395,0.011185957,0.032747848,-0.019237915
749,ethnically cleansed,ethnic cleansing,"Yes it makes a difference whether the Palestinians were in fact a long settled population even if if they were not ethnically cleansed but enemy civilians who fled after their side was defeated However it is arguable that the the original 600,000? s claim can not reasonably be inherited 50 years later by their 5 million descendants. 38secs to 2. 55. ",killed,-0.04817888,-0.032460689,0.048898639,0.002620305,-0.000484742
750,ethnic cleansing,ethnic cleansing,"The World Summit Outcome Document delineated the conclusions of the meeting, including: the creation of a Peacebuilding Commission, to help countries emerging from conflict; a Human Rights Council and a democracy fund; a clear and manifestations ""; agreements to devote more resources to the Office of Internal Oversight Services; agreements to spend billions more on achieving the Millennium Development Goals; the dissolution of the Trusteeship Council, because of the completion of its mission; and, the agreement that individual states, with the assistance of the international community, have the"" responsibility to protect ""populations from, war crimes, ethnic cleansing and crimes against humanity-with the understanding that the international community is prepared to act"" collectively ""in a"" timely and decisive manner ""to protect vulnerable civilians should a state"" manifestly fail "" in fulfilling its responsibility. 74 ",genocide,0.048915162,0.140160317,-0.160512095,-0.034488991,0.005244862
751,ethnic cleansing,ethnic cleansing,"The court has heard cases related to war crimes, illegal state interference and ethnic cleansing, among others, and continues to hear cases. 26 International Criminal Court ",genocide,-0.029348303,0.016290351,0.05390713,-0.01344743,0.005078097
752,lost my lunch,lose [pro] lunch,"After a few fruitless phone calls back and forth with assignment ideas, they came up with the idea of ""Fear and Loathing in Amsterdam."" I almost lost my lunch. ",vomited,0.121657429,0.330556244,-0.04677301,1.123025707,-0.284462741
753,lose your lunch,lose [pro] lunch,"If you really want to lose your lunch, propose the incredibly low cost (if any) of saving those otherwise uninsured people. ",vomit,-0.18478481,-0.382248461,0.553819553,3.019146015,-0.543980563
754,lose your lunch,lose [pro] lunch,You won't lose your lunch or dinner or whatever meal you've recently shoveled down your throat. ,vomit,-0.21832876,-0.397251148,0.809463424,0.231740874,-0.255145616
755,lose their lunch,lose [pro] lunch,"American Latinos are hardworking, law-abiding and mildly socially conservative (they generally don't like abortion and gay marriage but don't lose their lunch over it), but they are overwhelmingly working-class and middlle-class and benefit from all those ""entitlements"" that Republicans have been screaming about so much these past four years. ",vomit,-0.050487836,0.004049794,0.100459746,0.400728613,-0.239587439
